price,surface,localisation,description,nombre_pieces,rue,link,labels_predicted
8332.0,215.0, Paris 7ème (75),"A proximité immédiate du métro Ecole Militaire, avec vue sur la Tour Eiffel, dans un immeuble bien entretenu, à louer une surface lumineuse et traversante sur 2 étages.
CARACTERISTIQUES DE L'OFFRE :
Métro Ecole Militaire
Bureau refait à neuf, traversant et très lumineux
Composé de deux open spaces et 2 sanitaires au 2ème étage et deux open spaces et 2 sanitaires au 3ème étage.
surface d'environ 215 m²
Double entrée palière sur chaque étage.
2ème et 3ème étages sans ascenseur
CONDITIONS :
Type de bail: Bail 3/6/9 ans
Loyer bureaux: 465 €/m²/an HT HC
Disponibilité: Immédiate Prestations : cablag…",-1,Inconnu,https://immobilier.lefigaro.fr/annonces/annonce-47341454.html,1
25000.0,380.0, Paris 16ème (75),"HOTEL PARTICULIER A RESTAURER 
Catherine PIGUET vous propose idéalement situé un hôtel particulier de 8pièces édifié sur R+3+ sous sol avec un magnifique jardin au calme absolu, l’ensemble est entièrement à restaurer contre franchises de loyers 
Honoraire locataire en cas de baux du 6 juillet 1989 de 12€/m² soit 4&nbsp;560€
Votre Contact&nbsp;: <button>contactez l’annonceur</button>

PRIVATE HOTEL TO BE RESTORED 
Catherine PIGUET propose you ideally located a 8-room private mansion of built on R+3+ basement with a beautiful garden in absolute calm, the whole is entirely to restore with rent franchises 
Tenant fee in case of le…",8,Inconnu,https://immobilier.lefigaro.fr/annonces/annonce-49124696.html,2
15900.0,464.0, Paris 3ème (75),"En plein cœur du Marais, nous vous proposons un local commercial de 464 m² (232 m² en RDC et 232 m² en sous-sol) répondant aux normes PMR et ERP (pour le RDC).

Situé entre la place des Vosges, la rue de Turenne et le boulevard Beaumarchais, ce local dispose d'un emplacement de choix dans un quartier en perpétuelle effervescence.

Pas de droit au bail - Loyer pur - Pas de supermarché

Informations et visites auprès de Vincent ALLOUCH <button>contactez l’annonceur</button>",-1,Rue de Turenne,https://immobilier.lefigaro.fr/annonces/annonce-49268750.html,0
18000.0,370.0, Paris 16ème (75),"AVENUE HENRI-MARTIN Dans un très bel immeuble Haussmannien un appartement  de réception avec une belle hauteur sous plafond 4,20  M. MEUBLE situé au 2ème ÉTAGE avec ASC comprenant : une galerie d’entrée, un double living, une salle à manger séparée, une grande cuisine dînatoire, un bureau, quatre chambres avec salle d’eau ainsi qu’une master Bed-Room avec dressing et salle de bains  complète avec WC.
Chauffage ind. Parquet au sol dans les pièces de réception et moquette dans les chambres.
Gardien . ASC. A proximité immédiate tous transports, commerces et lycées.",9,Inconnu,https://immobilier.lefigaro.fr/annonces/annonce-39681993.html,0
8103.0,205.0, Paris 9ème (75),"Au pied de Notre Dame de Lorette, au coeur du QCA, au sein d'un immeuble ancien bien entretenu, à louer bureaux clairs de 205 m² au 1er étage avec ascenseur
CARACTERISTIQUES DE L'OFFRE :
A toute proximité de Notre Dame de Lorette et Le Peletier
Entrée/accueil
4 bureaux sur rue
3 bureaux sur cour
2 open sapces
Salle de réunion
Local technique
Sanitaires avec lave-mains
Moulures et cheminées
Verrière
Contrôle d'accès
Surface lumineuse
Chauffage ind. électrique
Fibre
Une cave complète ce bien
CONDITIONS :&nbsp; Type de bail : Bail dérogatoire
Loyer : 474 €/m²/an HT HC
Disponibilité : Après accord Pres…",-1,Rue 3,https://immobilier.lefigaro.fr/annonces/annonce-47389060.html,1
5275.0,211.0, Paris 18ème (75),"Retour à la location! Entre les métros porte de Clignancourt et porte de la Chapelle, dans un quartier en plein développement, Consult'Im vous propose à la location une boutique de 211 m² en RDC de plein pied: CARACTERISTQUES DE L'OFFRE&nbsp;: LOCATION PURE (sans pas de porte ni cession)
Surface : 211m² RDC de plain pied
Livrée brut de béton
Pied d'immeuble neuf
Accès PMR
EN BONUS&nbsp;:
Linéaire de vitrine de plus de 30m
Extraction possible
Belle hauteur sous plafond
Bail 3/6/9 ans&nbsp; - disponible de suite.&nbsp;
Uniquement activité alimentaire, médicale ou d'utilité publique.
&nbsp; Prestations : Accès indépendan…",-1,Inconnu,https://immobilier.lefigaro.fr/annonces/annonce-39781147.html,1
10002.0,239.0, Paris 9ème (75),"Entre Madeleine et les Grands Magasins, au sein d'un immeuble de standing récemment ravalé, à louer bureaux de 239 m² au 1er étage avec ascenseur, se composant d'une entrée/accueil desservant trois bureaux sur rue, 3 bureaux et un open space sur cour, un open-space, sanitaires avec lave mains. Moulures, cheminées. Chauffage ind.gaz. Gardienne. Bail neuf 3/6/9. Prestations : Ascenseur;Contrôle d'accès;Parties communes de bon standing;Gardien",-1,Rue 3,https://immobilier.lefigaro.fr/annonces/annonce-46223448.html,1
13779.0,590.0, Paris 15ème (75),"Tour Montparnasse, à louer au 19ème étage une surface de bureaux climatisée 590m² avec vue paranomique sur Paris&nbsp; CARACTERISTIQUES DE L'OFFRE :&nbsp;
Configuration mixte:&nbsp;bureaux, d'open space, et de salles de réunion
Cloisonnement de très bonne qualité&nbsp;
Climatisation réversible&nbsp;
Ascenseur et monte-charge&nbsp;
Hôtesse d'acceuil 24/24 et PC de sécurité
Fibre optique&nbsp;
Parking intérieur&nbsp;
CONDITIONS FINANCIERES :&nbsp;
Bail: dérogatoire de 12 à 24 mois
Disponibilité : immédiate&nbsp;&nbsp;
&nbsp; Prestations : Ascenseur;Hôtesse d'accueil;Parking;Monte charge",-1,Inconnu,https://immobilier.lefigaro.fr/annonces/annonce-44258050.html,0
26444.0,675.0, Paris 11ème (75),"Métro République, dans un immeuble ancien avec une structure Eiffel, à louer une surface de 675m² au 2ème étage.
CARACTERISTIQUES DE L'OFFRE &nbsp;:
Open space et bureaux cloisonnées.
Facilité d’aménagement.
Belle Hauteur sous plafond
CONDITIONS &nbsp;:
Type de bail: Bail 3/6/9 ans
Loyer bureaux: 470€/m²/an HT HC
Disponibilité: Immédiatement
&nbsp; Prestations : Ascenseur;Bureaux cloisonnés;Chauffage collectif;Contrôle d'accès;Fibre",-1,Inconnu,https://immobilier.lefigaro.fr/annonces/annonce-43765300.html,2
11027.0,245.0, Paris 2ème (75),"Consult'im vous propose à toute proximité des métros Richelieu Drouot et Grands Boulevards dans un immeuble haussmannien, une surface de 245 m² en duplex.
CARACTERISTIQUES DE L'OFFRE :
Une entrée, open-space et bureaux individuels
Lumineux
Espace kitchenette
Moulures&nbsp;
Une salle d'eau et toilettes séparées
Parties communes de bon standing et rénovée récemment&nbsp;&nbsp;
Chauffage central
Gardien
CONDITIONS &nbsp;: &nbsp; Bail&nbsp; : 3-6-9 ans Disponiblités :&nbsp; Après accord Prestations : Gardien;Lumineux;cablage informatique;Parking;Open space;Belle hauteur sous plafond",-1,Inconnu,https://immobilier.lefigaro.fr/annonces/annonce-49384132.html,1
17500.0,300.0, Paris 10ème (75),"75010 QUARTIER BONNE NOUVELLE LOCATION BUREAUX 300 M². Situé à proximité des commerces, gares SNCF, des Grands Boulevards et du métro Bonne Nouvelle, en plein 10ème arrondissement, Laurent THIERY vous propose la location cet espace de bureaux, dans un immeuble indépendant de bureaux entièrement réhabilité et équipé, d'une surface de 300 m². Bail  3/6/9. Loyer : 17.500 EUROS HT/MOIS HC. Honoraires de location : 30% du loyer annuel HT. Visite et renseignements : Laurent <button>contactez l’annonceur</button>, spécialisé en cession de fonds de commerce, murs commerciaux et agissant pour la sas propriétés-privées.com, pa…",-1,Inconnu,https://immobilier.lefigaro.fr/annonces/annonce-49430240.html,0
16109.0,233.0, Paris 18ème (75),"Tout en haut de la butte Montmartre, sur circuit touristique dense, à louer local commercial avec cachet d'une surface de 233m² composé d'un espace de vente de 81m² avec poutre apparentes : CARACTERISTQUES DE L'OFFRE&nbsp;:
Surface de vente de 82m² en RDC
Large sous sol de 151m²
Cave voutée de 10m²
Possibilité de restauration froide.
EN BONUS&nbsp;:
Bonne visibilité
Beaucoup de flux
Bail 3/6/9 ans&nbsp;avec pas de porte de 500 000 € lissable sur 3 ans
Disponible de suite.&nbsp;
&nbsp; Prestations : Poutres apparentes;Vitrine",-1,Inconnu,https://immobilier.lefigaro.fr/annonces/annonce-47097822.html,0
27290.0,963.0, Paris 19ème (75),"Consult'im vous propose entre les Métro Ourcq et Crimée des bureaux au 5ème étage de 963 m² non divisible. Surface rationnelle et lumineuse, réflexion en cours pour la rénovation du hall. Accès PMR, Restauration Bon Bocal, espace conciergerie connectée, gestionnaire technique sur site, Terrasse privative accessible. 125 places de parking en sous-sol.
CARACTERISTIQUES DE L'OFFRE &nbsp;:
Rationnelle et lumineuse
Climatisation réversible
PMR
Pc sécurité
Terasse privative
125 emplacements parkings au sous-sol
CONDITIONS &nbsp;:&nbsp; Type de bail &nbsp;: Bail 3-6-9 ans
Disponibilité &nbsp;: Après accord Prestations : Accè…",-1,Inconnu,https://immobilier.lefigaro.fr/annonces/annonce-46996914.html,2
25003.0,216.0, Paris 2ème (75),"OFFRE PRIME - Entre&nbsp; la Place de l'Opéra et la Place Vendôme,&nbsp;à louer une boutique d'une surface de&nbsp;216 m² sur 3 niveaux
CARACTERISTIQUES DE L'OFFRE&nbsp;
Au RDC (125&nbsp;m²) :
- Belle&nbsp;surface de vente
- 3 cabines d'essayage
- 1 sanitaire avec lave-mains
- Arrière boutique se composant d'une cuisine et d'un local technique.&nbsp;
Au 1er étage (37 m²)&nbsp; accessible directement via un escalier intérieur
- Une surface de vente.&nbsp;
Au sous-sol&nbsp; (54&nbsp;m²) :
- 3 pièces saines à usage de stockage,
- 1 bureau
- 1 salle d'eau avec douche
- 1&nbsp;sanitaire avec lave-mains.&nbsp;
LES ATOUTS DE L'OFFRE&nbsp;
Adresse prestigieuse&nbsp;
Linéaire…",-1,Inconnu,https://immobilier.lefigaro.fr/annonces/annonce-47097724.html,2
17750.0,306.0, Paris 4ème (75),"Au coeur du Marais à proximité immédiate de la place des Vosges, un grand loft commercial de 306 m2 au 2ème étage par ascenseur.

Clair et lumineux.

Travaux à prévoir contre franchise de loyer 

Conditions nous consulter au <button>contactez l’annonceur</button>",-1,Inconnu,https://immobilier.lefigaro.fr/annonces/annonce-44200530.html,0
10992.0,347.0, Paris 16ème (75),"A louer, locaux lumineux de 347 m² situés au 1er étage avec ascenseur d'un bel immeuble Pierre de Taille de très bon standing, se composant d'une entrée/accueil déservant 5 pièces sur rue (dont une grande), 4 pièces sur cour, une cuisine, 4 salles de bain et un local technique.&nbsp;
Très belle hauteur sous plafond (3m40), parquet point de Hongrie, moulures et cheminées.&nbsp;
Bail code civil - disponible au 1er septembre 2022.&nbsp; Prestations : Belle hauteur sous plafond;Cuisine;Espace d'accueil ;Espace déjeunatoire;Moulures, cheminées;Parquet point de Hongrie;Salle de bain",-1,Rue Dont,https://immobilier.lefigaro.fr/annonces/annonce-41471185.html,1
29173.0,1220.0, Paris 11ème (75),"Métro République, dans un immeuble ancien avec une structure Eiffel, à louer une surface commerciale de 1220m² en triplex.
CARACTERISTIQUES DE L'OFFRE &nbsp;:
Triplex sous-sol, rdc et 1 er &nbsp;étage.
Environ 450m² à chaque niveau
Livrée en espace ouvert.
Facilité d’aménagement.
Belle Hauteur sous plafond
CONDITIONS &nbsp;:
Type de bail: Bail 3/6/9 ans
Loyer bureaux: 287€/m²/an HT HC
Disponibilité: Immédiatement
&nbsp; Prestations : Ascenseur;Bureaux cloisonnés;Chauffage collectif;Contrôle d'accès;Fibre",-1,Inconnu,https://immobilier.lefigaro.fr/annonces/annonce-47097914.html,2
10500.0,206.59, Paris 16ème (75),"PARIS XVIo - AVENUE FOCH
 Bail code civil uniquement.
 Hempton Paris Trocadéro vous propose à la location, une prestigieuse adresse parisienne privilégiée, un superbe 5 pièces meublé au 4o étage d'un immeuble haussmannien sur l'Avenue Foch. Sécurisé par digicode et gardien, il profite d'une vue sur l'Arc de Triomphe et Tour Eiffel.
 L'entrée, spacieuse, dessert le large salon avec sa cheminée et la salle à manger avec sa grande cuisine américaine aménagée et équipée. Les baies vitrées, donnant sur un balcon filant, offrent une très belle luminosité à l'ensemble des pièces communes.
 Chacune de…",5,Inconnu,https://immobilier.lefigaro.fr/annonces/annonce-47993658.html,1
5501.0,215.0, Paris 10ème (75),"CARACTERISTIQUES DE L'OFFRE :
Gare de l'Est et mairie du 10ème
Plateau entièrement rénové
Surface d'environ 215m²
Une surface de bureaux au calme sur jolie cour pavée, composée de 2 beaux open space avec un bureau au RDC le tout réparti sur 125m², puis un large sous sol vouté avec pierres apparentes de 90m².&nbsp;
Surface flexible - Recloisonnable&nbsp;
Climatisation réversibles,&nbsp;coin cuisine, sanitaires, double vitrage, goulotte périphérique, porte blindée.
CONDITIONS : Type de bail : Bail commercial 3/6/9 ans Loyer bureaux : 307€/m²/an HT HC
Disponibilité : Après accord
&nbsp; Prestations : Bureaux cloison…",-1,Inconnu,https://immobilier.lefigaro.fr/annonces/annonce-44887102.html,1
18000.0,311.0, Paris 16ème (75),"Au sein de la Villa Montmorency, au calme d'une de ses allées  privées, élégant hôtel particulier de 311m² avec un jardin de 143m² et une terrasse de 36m². Il comporte une galerie d'entrée, une double réception traversante est/ouest ouvrant sur le jardin, une charmante cuisine dinatoire d'angle également sur le jardin et des toilettes invités. Le premier niveau offre trois chambres et une salle de bains. Le dernier étage est exclusivement réservé à la suite parentale: chambre 'atelier', dressing, salle de bains, bureau et terrasse de 36m². À l'entresol: une salle de cinéma, une chambre et sa s…",5,Inconnu,https://immobilier.lefigaro.fr/annonces/annonce-48283052.html,0
9991.0,251.0, Paris 8ème (75),"BAIL COMMERCIAL 3/6/9

Dans un très bel immeuble de standing récemment ravalé à toute proximité de la place de la Madeleine, une surface de bureaux de 251 m² au 2ème étage. Il se compose d'un hall de réception, une très vaste salle de réunion, 8 autres bureaux, un local d'archives, une espace cuisine et deux sanitaires (homme/ femme). 

Libre de suite

Loyer annuel : 112 500 euros HT HC 

Provisions sur charges annuelles : 8 400 euros HT 

Dépôt de garantie : 28 125 euros

Honoraires HT : 33 750 euros

Impôt foncier et taxe sur les bureaux à charge du Preneur 

Taxe sur les bureau…",10,Inconnu,https://immobilier.lefigaro.fr/annonces/annonce-49630400.html,1
16600.0,270.0, Paris 6ème (75),"Emplacement N°1 LOYER PUR

ST MICHEL

Forte attractivité commerciale et résidentielle.

270 m2

RDC: 95 m2

1 : 82 m2

-1 : 80 m2

Local commercial toutes activités / pas d'extraction

Linéaire 20 mètres

Charges 210 eu / mois

Nous consulter pour plus d' informations

adelmassy@gmail.com",-1,Inconnu,https://immobilier.lefigaro.fr/annonces/annonce-45547056.html,0
8130.0,257.0, Paris 16ème (75),"A proximité du métro Rue de la Pompe, au RDC d'un bel immeuble haussmannien avec des parties communes de standing, à louer un local de 257m² avec parquet, moulures, cheminées CARACTÉRISTIQUES DE L’OFFRE
Entrée/accueil
3&nbsp; pièces sur rue
3 pièces sur cour privatisée
2 salles de bain
Cuisine
Débarras&nbsp;
Très belle hauteur sous plafond
Parquet point de Hongrie, moulures, cheminées&nbsp;
Parties communes de très bon standing
Contrôle d'accès
&nbsp;
CONDITIONS FINANCIÈRES
BAIL CODE CIVIL
Disponible le 01/01/2023 Prestations : Gardien;Belle hauteur sous plafond;Cour;Cuisine;Parquet, moulures, cheminées",-1,Rue de la Pompe,https://immobilier.lefigaro.fr/annonces/annonce-47310104.html,1
23076.0,426.0, Paris 10ème (75),"Métro Bonne Nouvelle, à louer un immeuble indépendant sur cour d'une surface totale de 426m² câblée et climatisée en parfait état&nbsp; CARACTERISTIQUES DE L'OFFRE&nbsp;
Surface&nbsp; : 426 m²&nbsp;
Belle verrière centrale&nbsp;
Mix open-spaces / bureaux cloisonnés (cloisons vitrées amovibles)
Espace kitchennette
Blocs sanitaires&nbsp;
Câblage informatique
Climatisation réversible
Beau volumes
Luminosité&nbsp;
Contrôle d'accès
CONDITIONS FINANCIERES&nbsp;
Bail : 3/6/9 ans&nbsp;
Disponible 2 mois après accord Prestations : Accès sécurisé;Câblage informatique;Climatisation réversible;Contrôle d'accès;Cuisine;Espace Ouvert;Verrière;Salle de…",-1,Inconnu,https://immobilier.lefigaro.fr/annonces/annonce-46316236.html,2
16112.0,690.0, Paris 15ème (75),"Au coeur de la célèbre Tour Montparnasse, donnant sur la rue de l'Arrivée, des bureaux à louer de 690m² en très bon état
CARACTERISTIQUES DE L'OFFRE :
A toute proximité des transports
Une surface au 26ème étage&nbsp;
En excellent état
Un mixte de bureaux et de salles de réunion ainsi qu'un accueil
Calmes et lumineux
Places de parking en sus
CONDITIONS : Type de bail : Bail dérogatoire de&nbsp;12 à 24 mois
Loyer bureaux : 280€/m²/an HT HC
Charges : 140€/m²/an
Disponibilité : Immédiate Prestations : accueil;Ascenseur;Câblage informatique;Climatisation;RIE;Porte blindée",-1,Rue de l Arrivée,https://immobilier.lefigaro.fr/annonces/annonce-45476032.html,0
9354.0,267.0, Paris 16ème (75),"A toute proximité de la Maison de la Radio, métro Ranelagh, dans un immeuble de bon standing, à louer bureaux climatisés et traversants de 267m² au 4ème étage avec ascenseur se composant de plusieurs bureaux décloisonnables (dont 4 grands), bloc sanitaires H/F. Cloisons amovibles. Très lumineux, plateau traversant.
Les charges comprennent les coûts de fonctionnement de l'immeuble, impots, taxes et assurance immeuble.
Grande salle de réunion mise à disposition.&nbsp; Bail 3/6/9. Disponible de suite Prestations : Ascenseur;Bureaux cloisonnés;Gardien;Parking;Salle de réunion",-1,Inconnu,https://immobilier.lefigaro.fr/annonces/annonce-44258038.html,1
20192.0,475.0, Paris 10ème (75),"Consult'im vous propose à proximité de Jacques Bonsergent proche Gare de l'Est et République, dans un immeuble moderne de très bon standing, à louer une surface de bureaux de 475 m² au 2ème étage, organisée en espace ouvert.
Hôtesse d'accueil, PC sécurité, climatisation, câblage, accès PMR, parking immeuble.&nbsp;aces de parking en sous-sol.
CARACTERISTIQUES DE L'OFFRE &nbsp;:
Rationnelle et lumineuse
Accès PMR
Cablâge
Climatisation réversible
PMR
Pc sécurité
emplacements parkings au sous-sol
CONDITIONS &nbsp;:&nbsp; Type de bail &nbsp;: Bail 3-6-9 ans
Disponibilité &nbsp;: Après accord Prestations : Ascenseur;Câblage info…",-1,Inconnu,https://immobilier.lefigaro.fr/annonces/annonce-43839574.html,0
25000.0,480.0, Paris 9ème (75),"Local Commercial à louer avec une belle surface de vente, bureaux et réserves.



Ce bien vous est présenté par le cabinet KORN IMMOBILIER COMMERCIAL
 DPE manquant Ce bien vous est proposé par un agent commercial. Nos honoraires : https://files.netty.immo/file/lutetia/8241/8VL48/tableau_recapitulatif_des_honoraires1.pdf 

Votre conseiller KORN IMMOBILIER COMMERCIAL : David MANFREDI - Tél. <button>contactez l’annonceur</button> 
 Agent commercial (Entreprise individuelle)",-1,Inconnu,https://immobilier.lefigaro.fr/annonces/annonce-39923065.html,2
22509.0,540.0, Paris 12ème (75),"A toute proximité de la gare de Lyon, dans un immeuble IGH des années 1970, à louer au 8ème étage une surface de 540m²
CARACTERISTIQUES DE L'OFFRE : 
Climatisation double flux 
Hall d'accueil rénové et hôtesse d'accueil 
Gardien et PC sécurité 24/24
5 salles de réunions mutualisées au RDC 
Restaurant inter-entreprise 
Fibre optique 
Parking 15 emplacements
CONDITIONS : 
Bail : 3/6/9 ans 
Loyer : 500€/m²/an HT HC 
Disponibilité : immédiate  Prestations : Accès sécurisé;Fibre optique;Hall d'accueil;Hôtesse d'accueil;Climatisation double flux",-1,Inconnu,https://immobilier.lefigaro.fr/annonces/annonce-49585774.html,2
25002.0,783.0, Paris 8ème (75),"A toute proximité de la Gare Saint Lazare, dans un immeuble de haut standing, à louer une boutique de 783 m².
CARACTERISTIQUES DE L'OFFRE :
&nbsp; - Surface totale : 783m²&nbsp;
-&nbsp;Surface RDC : 383m²&nbsp;
- Surface sous-sol : 384m2 - Entresol: &nbsp;16m²&nbsp; &nbsp; CONDITIONS :
&nbsp; - Type de bail : Bail commercial 3/6/9 ans - Loyer : 300 000 € /an HT HC
- Disponibilité : Immédiate
&nbsp; Tous commerces sauf restauration",-1,Inconnu,https://immobilier.lefigaro.fr/annonces/annonce-47232712.html,2
11042.0,250.0, Paris 8ème (75),"Métro Saint Philippe du Roule, dans un immeuble de standing, à louer au 1er étage avec ascenseur, une surface de bureaux rénovée et climatisée de 250 m² avec parquet, moulures et cheminées. CARACTERISTIQUES DE L'OFFRE&nbsp;
Entrée accueil
Mix open space / bureaux&nbsp;
Bloc sanitaires
Cuisine
Belle hauteur sous plafond de 3,5 mètres
Climatisation réversible
Ascenseur
Gardien
CONDITIONS FINANCIERES&nbsp; Bail : &nbsp;3/6/9 ans
Loyer : &nbsp;530 €/m²/an HT HC&nbsp;
Disponibilité : Début Novembre 2022&nbsp; Prestations : Ascenseur;Belle hauteur sous plafond;Climatisation réversible;Gardien;Parquet, moulures, cheminées",-1,Inconnu,https://immobilier.lefigaro.fr/annonces/annonce-49334768.html,1
7106.0,304.0, Paris 15ème (75),"Au coeur de la célèbre Tour Montparnasse, des bureaux à louer de 304m²&nbsp;
CARACTERISTIQUES DE L'OFFRE :
A toute proximité des transports
Une surface au 6ème étage&nbsp;
De nombreuses possibilités d'aménagements : cloisonnés, mixte ou en open-space
Calmes et lumineux
Places de parking en sus
CONDITIONS : Type de bail : Bail dérogatoire de&nbsp;12 à 24 mois
Loyer bureaux : 280€/m²/an HT HC
Charges : 140€/m²/an
Disponibilité : Immédiate
&nbsp; Prestations : Ascenseur;Hall d'accueil;RIE",-1,Inconnu,https://immobilier.lefigaro.fr/annonces/annonce-44258052.html,1
4292.0,261.0, Paris 16ème (75),"Entrepôt atypique à louer réparti sur 3 niveaux:
- Au RDC, une entrée privative sur rue de 14m²
- Au 1er sous sol (escalier intérieur) une pièce ouverte de 67m² .
- Au 2em sous-sol (escalier intérieur) une pièce ouverte de 180m². Belle hauteur sous plafond.
Livré brut de béton. Peu de contraintes porteuses, grande facilité d'aménagement.
Idéal pour stockage, atelier, locaux d'activité, photographe... Disponible de suite.",-1,Rue de 14m²,https://immobilier.lefigaro.fr/annonces/annonce-47160052.html,1
8335.0,281.0, Paris 15ème (75),"Métro Montparnasse, dans un immeuble récent, à louer une surface de 281m² en RDC (250m² pondérés), aménagée en open-space avec un espace kitchenette et une réserve.
Chauffage individuel électrique - Sol béton ciré - Vitrine.
Idéal show-room, danse, yoga, galerie, architectes, stockage...
Bail : 3/6/9/10 ans. Disponible immédiatement. Prestations : Accès PMR;Câblage informatique;Chauffage individuel électrique;Espace Ouvert",-1,Inconnu,https://immobilier.lefigaro.fr/annonces/annonce-45213612.html,1
6923.0,230.0, Paris 1er (75),"Place VENDÔME,A LOUER VIDE - SUPERBE  DUPLEX  DE 230 M2 

Dans un bel immeuble haussmannien, sécurisé par interphone, digicode . Cet appartement se compose d'une grande entrée, un grand séjour, une 

Cuisine aménagée et équipée une buanderie d'une  chambre à l’étage avec salle de douche + toilettes

Deux autres chambres avec une salle de bain avec baignoire et douche + toilettes

et des Toilettes séparés 

Cet appartement de prestige, situé place Vendôme, se trouve dans un des quartiers les recherché de Paris.         complète ce bien d'exception. 



Loyer HC: 6 343€ ; Provisions sur charges:…",4,Inconnu,https://immobilier.lefigaro.fr/annonces/annonce-39231075.html,1
21357.0,351.0, Paris 8ème (75),"A proximité immédiate du métro Charles de Gaulle Etoie, dans un immeuble de bureaux de standing, à louer des bureaux lumineux avec parquet, moulures et cheminées.
CARACTERISTIQUES DE L'OFFRE :
Proche des transports
Plateau entièrement rénové
Surface de 351m²
Les locaux se composent d'un mix open-spaces et de bureaux cloisonnés avec balcon, salles de réunion, un espace cuisine et des sanitaires.
Au 1er étage avec ascenseur
Archives en sus
Climatisation réversibles
Contrôle d'accès, hôtesse d'accueil, fibre &amp; chauffage CPCU.
Des places de parking disponibles
CONDITIONS : Type de bail : Bail comm…",-1,Inconnu,https://immobilier.lefigaro.fr/annonces/annonce-43453208.html,0
17501.0,600.0, Paris 18ème (75),"Métros Jules Joffrin et Lamarck-Caulaincourt, bureaux type loft industriel de 600 m² en duplex avec terrasse privative à louer. CARACTERISTIQUES DE L'OFFRE :
Espace accueil
3 grands open-spaces (possibilité de cloisonnement)
bureaux cloisonnés
2 salles de réunion
Cuisine
Balcon et terrasse privative
Surface câblée
Double fibre
Sanitaires et douche
Produit facilement aménageable à découvrir.
CONDITIONS FINANCIERES :&nbsp;
Bail 3/6/9 ans
Loyer : 210 000€/an HT HC
Disponibilité : Fin 2022 Prestations : Accès PMR;Baie de brassage;Câblage informatique;Cuisine;Terrasses privatives",-1,Inconnu,https://immobilier.lefigaro.fr/annonces/annonce-46116036.html,0
10000.0,232.0, Paris 14ème (75),"Boulevard Brune, Consult'im vous propose un local de 232 m² de plain pied éclairée par 20m de linéaire de vitrine.&nbsp;
Toute activité sauf restauration avec extraction. Cession 70 000€. Disponible de suite.&nbsp; Prestations : Rideau de fer;Vitrine",-1,Inconnu,https://immobilier.lefigaro.fr/annonces/annonce-45419954.html,1
13779.0,590.0, Paris 15ème (75),"Au coeur de la célèbre Tour Montparnasse, des bureaux à louer de 590m² en très bon état
CARACTERISTIQUES DE L'OFFRE :
A toute proximité des transports
Une surface au 26ème étage&nbsp;
En excellent état
7 grand bureaux, 4 petits bureaux et un accueil
Calmes et lumineux
Places de parking en sus
CONDITIONS : Type de bail : Bail dérogatoire de&nbsp;12 à 24 mois
Loyer bureaux : 280€/m²/an HT HC
Charges : 140€/m²/an
Disponibilité : Immédiate Prestations : accueil;Ascenseur;Câblage informatique;Climatisation;RIE;Porte blindée",-1,Inconnu,https://immobilier.lefigaro.fr/annonces/annonce-45476034.html,0
15720.0,252.4, Paris 6ème (75),"75006 PARIS - Quartier La Monnaie A LOUER : LOCAL COMMERCIAL - SHOWROOM - BUREAUX - AVEC COMMERCIALITE Idéalement situé à proximité immédiate de la rue Dauphine, des Quais et du Pont-Neuf, nous vous proposons ce local commercial d'une superficie de 288m² composé comme suit ; un grand bureau indépendant sur cours et sur rue de 17m², au RDC une grande zone de bureaux modulable de 193m² avec très grande hauteur sous plafond, un espace cuisine et sanitaires. Au 1er étage, 31.45m² de bureaux, et au 2ème étage bureaux sur 39m². Bel immeuble XVIIème - Beaucoup de charme - Excellent état - Climatisati…",12,Rue Dauphine,https://immobilier.lefigaro.fr/annonces/annonce-46094134.html,0
15602.0,312.0, Paris 1er (75),"Entre Chatelet les Halles et Louvre Rivoli, dans un immeuble standing. Surface lumineuse, avec très peu de contraintes porteuses
CARACTERISTIQUES DE L'OFFRE :
Métro Chatelet les halles
Bureaux en très bon état, climatisés, lumineux, avec nombreux rangements. Livrés en excellent état.
bureaux cloisonnés dont 1 magnifique bureau d'angle, ainsi qu'une cuisine et sanitaires.
surface d'environ 312 m²
1er étage avec ascenseur
CONDITIONS :
Type de bail: Bail 3/6/9 ans
Loyer bureaux: 600 €/m²/an HT HC
Disponibilité: été 2023 Prestations : Cave;Climatisation réversible;Cuisine;Digicode;Gardien;Interpho…",-1,Inconnu,https://immobilier.lefigaro.fr/annonces/annonce-41980501.html,0
5000.0,220.0, Paris 17ème (75),"Paris 17 (75), appartement de 220 m2 à louer non meublé. Libre le 01/12/22, il se compose de 8 pièces avec 6 chambres. Proposé par un particulier pour un loyer mensuel de 5.000  euros.",8,Inconnu,https://immobilier.lefigaro.fr/annonces/annonce-46725800.html,1
